CaptureDate,FlightDate,Airport,AirportName,Direction,ICAO24,Callsign,OriginAirport,DestinationAirport,FirstSeen,LastSeen,DepartureAirportDistance,ArrivalAirportDistance,Source
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6ddc,QFA836,YMML,YPDN,1789525723,1789540528,989,11137,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c52fd,QLK55D,YMML,,1789525551,1789527748,726,,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c7a49,VOZ841,YMML,YSSY,1789525447,1789529154,870,2242,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c80b9,RXA3468,YMML,,1789525243,1789527711,377,,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6d90,QFA442,YMML,YSSY,1789525207,1789528902,781,1329,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,78927c,CRK036,YMML,VHHH,1789524914,1789558407,1722,3166,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c530f,QLK468D,YMML,YSCB,1789524730,1789527997,728,4438,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c788b,JST794,YMML,YBMC,1789524452,1789531197,435,8072,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c7aa6,VOZ147,YMML,,1789524399,1789533335,1203,,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7caf15,VOZ687,YMML,YPPH,1789524328,1789536767,461,286,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6d8f,QFA777,YMML,YPPH,1789524198,1789536261,370,846,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6d75,JST448,YMML,YBCG,1789524050,1789529779,506,6306,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6d31,VOZ1037,YMML,YBMC,1789523910,1789530797,820,6412,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6b07,JST654,YMML,YSCB,1789523767,1789526567,401,4468,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6dbb,QFA614,YMML,YBBN,1789523490,1789529901,608,1483,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c7a38,VOZ739,YMML,YBCG,1789523310,1789529187,442,8458,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7812bd,CXA804,YMML,,1789523128,1789554621,1630,,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6b37,JST955,YMML,YSSY,1789522982,1789547038,489,1371,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6d98,QFA679,YMML,YPAD,1789522851,1789526609,894,699,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c47b8,QFA438,YMML,YSSY,1789522517,1789526306,644,1038,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c47aa,JST564,YMML,YBBN,1789522363,1789528529,677,1424,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6b0f,JST171,YMML,NZCH,1789522057,1789532459,580,1276,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,a31a50,UAL61,YMML,KSFO,1789521586,1789570176,1722,228,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6b3b,JST534,YMML,YSSY,1789521443,1789525379,642,1872,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7cb05c,QLK466D,YMML,YSCB,1789521275,1789524564,705,4550,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c7ab8,VOZ1459,YMML,YPDN,1789521128,1789536045,1320,9443,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7cad45,VOZ091,YMML,YMML,1789520901,1789567072,1716,583,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,a690bf,DAL12,YMML,KLAX,1789520724,1789570319,1647,2836,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,888152,HVN979,YMML,VABB,1789520523,1789573699,1569,2834,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c7ab3,VOZ1320,YMML,YJCO,1789520355,1789523309,1078,26685,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c1470,QFA29,YMML,VHHH,1789520035,1789552736,1538,3724,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6dda,QFA612,YMML,YBBN,1789519844,1789526285,1053,1513,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6b3d,JST774,YMML,YPAD,1789519641,1789523321,783,1372,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c78ae,QLK1298,YMML,YSCH,1789519447,1789524623,1577,20605,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c806a,QFA93,YMML,KLAX,1789519248,1789568507,1697,3423,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6d24,VOZ735,YMML,YBCG,1789519222,1789525196,1083,8175,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,780bd9,CSN322,YMML,,1789518912,1789552451,1663,,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6d99,QFA765,YMML,YPPH,1789518864,1789532334,1078,1250,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c7a3e,VOZ321,YMML,YBBN,1789518643,1789524898,1068,1430,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c47ac,JST562,YMML,YBBN,1789518427,1789524762,587,1457,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c56b7,VOZ833,YMML,YSSY,1789518264,1789522518,920,1460,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c7891,JST438,YMML,YBCG,1789518083,1789523955,534,8501,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6d8d,QFA434,YMML,YSSY,1789517913,1789521989,1291,1464,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c7a3b,VOZ219,YMML,YPAD,1789517717,1789521179,1128,1104,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c7c77,VOZ683,YMML,YPPH,1789517306,1789530142,986,587,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c7543,QFA7307,YMML,YSSY,1789517125,1789520816,564,1455,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c4a57,JST043,YMML,WSSS,1789516728,1789551029,1283,2609,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c788d,JST733,YMML,YMLT,1789516685,1789519282,802,14520,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6d30,VOZ1031,YMML,YBMC,1789516512,1789523297,2234,10876,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c5323,QFA79,YMML,RJAA,1789516448,1789551084,1578,3447,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c7a3d,VOZ1293,YMML,,1789516212,1789517633,2345,,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,a2cb12,UAL99,YMML,KLAX,1789516113,1789566078,1614,1314,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6c52,VOZ217,YMML,YPAD,1789516089,1789519858,2225,1387,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,c82953,ANZ264,YMML,,1789515955,1789525330,1300,,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c045c,JST436,YMML,YBCG,1789515873,1789521808,1329,6940,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c77fd,QFA153,YMML,NZAA,1789515784,1789527027,2190,2938,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c29da,VOZ681,YMML,YPPH,1789515707,1789528829,1984,263,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c7803,QFA167,YMML,NZCH,1789515615,1789526000,2019,1302,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c4a50,JST508,YMML,YSSY,1789515492,1789519174,1286,1905,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,76cef6,SIA238,YMML,WSSS,1789515449,1789541006,1682,2566,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c7aab,VOZ733,YMML,YBCG,1789515380,1789521343,2266,8524,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6db4,QFA610,YMML,YBBN,1789515198,1789522216,2108,1497,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,c827a6,ANZ254,YMML,NZWN,1789515034,1789526424,1395,168,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6db3,QFA918,YMML,YNSH,1789514863,1789521435,2219,11156,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c4203,VOZ319,YMML,YBBN,1789514769,1789521293,1840,1684,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,75041b,MXD178,YMML,WMKK,1789514357,1789550559,1614,14555,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c47a8,JST558,YMML,YBBN,1789514301,1789520511,1281,1292,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6de5,QFA763,YMML,YPPH,1789514223,1789527251,2368,1187,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c7ab4,VOZ827,YMML,YSSY,1789514091,1789517705,2213,1645,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6dd8,QFA675,YMML,YPAD,1789513965,1789517529,2171,1069,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c47bc,QFA426,YMML,YSSY,1789513836,1789517515,1295,1283,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6deb,QFA428,YMML,YSSY,1789513730,1789518563,871,1620,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c801e,RXA3656,YMML,,1789513683,1789515479,1366,,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c80b9,RXA3763,YMML,YMTG,1789513371,1789516122,1269,14667,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6b38,JST664,YMML,,1789513270,1789518145,1939,,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c7770,QLK1997,YMML,YWLM,1789513145,1789517512,1256,5387,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c7a3f,VOZ259,YMML,YSCB,1789512884,1789515630,1957,5665,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c7a39,VOZ1316,YMML,YJCO,1789512800,1789515957,2268,23924,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,c82b32,ANZ120,YMML,NZAA,1789512676,1789524206,1295,1706,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c5950,RXA3557,YMML,,1789512559,1789515187,532,,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6d37,VOZ823,YMML,YSSY,1789512488,1789516313,2185,1276,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c7a46,VOZ1362,YMML,YMLT,1789512380,1789515522,1988,2453,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c77f6,QFA1050,YMML,,1789512306,1789518556,2191,,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,758338,PAL210,YMML,RPLL,1789512137,1789540253,1342,1596,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c52fd,QLK78D,YMML,,1789511991,1789513674,1283,,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6db0,QFA702,YMML,,1789511916,1789513368,2275,,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c78b5,QLK1596,YMML,,1789511809,1789520272,1366,,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6db7,QFA608,YMML,YBBN,1789511583,1789517804,2405,1707,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7cad46,VOZ313,YMML,YBBN,1789511468,1789517637,1296,1484,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c045e,JST900,YMML,YBLN,1789511325,1789523816,1284,1014,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c39f3,QLK51D,YMML,,1789511202,1789513457,1276,,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6c9a,JST504,YMML,YSSY,1789511160,1789514814,1884,2395,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,78158a,DKH1656,YMML,,1789511039,1789543975,1524,,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c530f,QLK91D,YMML,YMLT,1789510890,1789514419,1270,3875,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,75025b,MAS146,YMML,WMKK,1789510699,1789538350,1533,13830,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c78af,QLK1520,YMML,YSCB,1789510651,1789513572,1279,5702,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6d2b,VOZ819,YMML,YSSY,1789510281,1789513882,2034,2549,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6d9c,QFA418,YMML,YSSY,1789510142,1789513703,1987,2094,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c77fc,QFA171,YMML,NZWN,1789509881,1789520948,2358,432,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c788b,JST703,YMML,YJCO,1789509765,1789512742,1650,23470,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7cad44,VOZ817,YMML,YSSY,1789509582,1789513388,1281,1824,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6b13,JST832,YMML,,1789509483,1789517284,2092,,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6d7b,JST502,YMML,YSSY,1789509392,1789513012,1705,2804,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6d95,QFA416,YMML,YSSY,1789509291,1789512796,1939,2402,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,86d9da,JAL774,YMML,RJAA,1789509063,1789542623,1369,3142,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7cad42,VOZ677,YMML,YPPH,1789508859,1789521507,1317,267,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6c99,JST472,YMML,YWLM,1789508734,1789512870,1709,6244,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,8a05ac,GIA719,YMML,,1789508568,1789574704,1332,,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c7aac,VOZ815,YMML,YSSY,1789508432,1789512399,1992,2499,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c78aa,QLK1572,YMML,YBCG,1789508239,1789514298,1287,7962,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c7a49,VOZ813,YMML,YSSY,1789508169,1789512088,1996,1866,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6d94,QFA414,YMML,YSSY,1789508050,1789511914,1976,2251,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6d75,JST776,YMML,YPAD,1789507974,1789511607,1597,1452,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6d7f,JST792,YMML,YBMC,1789507893,1789514592,1656,9294,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,780ab8,CPA134,YMML,,1789507753,1789538772,1336,,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6c97,JST430,YMML,YBCG,1789507630,1789513517,1659,9735,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6dd6,QFA604,YMML,YBBN,1789507372,1789513925,2003,1997,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c2bc6,VOZ309,YMML,YBBN,1789507170,1789513757,1943,2061,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7cad48,VOZ211,YMML,YPAD,1789507060,1789510708,1278,672,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6ddd,QFA412,YMML,YSSY,1789506985,1789511048,1961,2265,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6d7c,JST572,YMML,YBBN,1789506858,1789513400,1700,1949,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c47a6,JST031,YMML,YMML,1789506768,1789550776,1338,1301,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7cb05c,QLK464D,YMML,YSCB,1789506654,1789509777,1268,4380,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7cad4e,VOZ811,YMML,YSSY,1789506462,1789510709,1278,1840,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6b07,JST510,YMML,YSSY,1789506300,1789510679,1613,1911,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c4a45,JST432,YMML,YBCG,1789506174,1789511999,1268,8585,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c77f9,QFA410,YMML,YSSY,1789506110,1789510203,1899,2291,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c77f5,QFA408,YMML,YSSY,1789505559,1789509598,1943,1835,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c47a4,JST34,YMML,,1789505016,1789506505,1305,,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6dde,QFA151,YMML,NZAA,1789504760,1789515975,2045,3258,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c2bc5,VOZ1291,YMML,,1789504497,1789505930,1996,,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6de7,QFA406,YMML,YSSY,1789504431,1789508728,1958,1403,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c47a9,JST972,YMML,YPPH,1789504343,1789517061,1290,533,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c56b7,VOZ253,YMML,YSCB,1789504252,1789506952,2006,5301,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7caf15,VOZ203,YMML,YPAD,1789503840,1789507286,1292,667,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6d93,QFA671,YMML,YPAD,1789503517,1789507076,1943,1190,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c29d8,VOZ303,YMML,YBBN,1789503433,1789509994,1844,1707,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c7ab1,VOZ803,YMML,YSSY,1789503305,1789507273,2040,1455,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6d8c,QFA761,YMML,YPPH,1789503247,1789515563,2061,1948,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6b3b,JST500,YMML,YSSY,1789503171,1789506983,1604,1471,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c7884,JST560,YMML,YBBN,1789503098,1789509628,1574,2035,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c78b6,QLK1514,YMML,YSSY,1789502860,1789506823,1295,1212,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,76cd03,SIA248,YMML,WSSS,1789502664,1789529579,1332,2609,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,89639d,UAE67M,YMML,OMDB,1789502622,1789548345,1447,4215,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c6db6,QFA600,YMML,YBBN,1789502552,1789509266,2040,1525,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,c82ae2,TFX12,YMML,YPPH,1789495900,1789508281,1787,1465,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c66e2,QFA7390,YMML,YPPH,1789495200,1789507673,1884,2118,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,c82ae4,TFX36,YMML,YPAD,1789494647,1789498100,1323,1530,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c4899,OMJ,YMML,YSBK,1789492354,1789498884,243,410,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c4319,JTE7454,YMML,YWLX,1789491751,1789496266,1343,7444,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c66cf,QFA7356,YMML,YMLT,1789491076,1789493953,1269,3253,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c432d,JTE7489,YMML,YPAD,1789490575,1789494424,1571,1739,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,c828d4,QFA7288,YMML,YPAD,1789490431,1789493996,1269,422,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c1469,QFA7359,YMML,YPPH,1789489541,1789502070,1279,1154,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c66e4,QFA7353,YMML,YBBN,1789488804,1789494864,1634,1995,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c5d71,QFA7228,YMML,YWLX,1789487792,1789491837,1652,5383,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,80159f,AIC309,YMML,VIDP,1789487283,1789529999,1380,2945,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,c82aff,TFX23,YMML,YBBN,1789485995,1789492196,1290,1109,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c5b29,QFA7290,YMML,YBBN,1789485824,1789492949,1688,2025,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,7c01f6,AN8,YMML,YSBK,1789485332,1789492377,1260,218,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,758773,CEB050,YMML,RPLL,1789484859,1789513742,1668,1059,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,c82ae2,TFX93,YMML,YMLT,1789484737,1789487620,1296,3282,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,750543,XAX213,YMML,WMKK,1789484093,1789511891,1284,17829,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,c82337,QFA7383,YMML,YWLX,1789483713,1789487786,530,5493,OpenSky
2026-09-17,2026-09-16,YMML,Melbourne,Departure,888168,HVN778,YMML,VVNB,1789482857,1789525186,1582,3400,OpenSky
